incorrect_text,correct_text,error_type,error_location,explanation,difficulty_level
彼女は、熱心だ,彼女は、熱心です,politeness,だ,Polite form.,beginner
彼は、無関心だ,彼は、無関心です,politeness,だ,Polite form.,beginner
彼女は、丁寧だ,彼女は、丁寧です,politeness,だ,Polite form.,beginner
彼は、失礼だ,彼は、失礼です,politeness,だ,Polite form.,beginner
彼女は、上手だ,彼女は、上手です,politeness,だ,Polite form.,beginner
彼は、下手だ,彼は、下手です,politeness,だ,Polite form.,beginner
彼女は、得意だ,彼女は、得意です,politeness,だ,Polite form.,beginner
彼は、苦手だ,彼は、苦手です,politeness,だ,Polite form.,beginner
彼女は、好きだ,彼女は、好きです,politeness,だ,Polite form.,beginner
彼は、嫌いだ,彼は、嫌いです,politeness,だ,Polite form.,beginner
彼女は、心配だ,彼女は、心配です,politeness,だ,Polite form.,beginner
彼は、安心だ,彼は、安心です,politeness,だ,Polite form.,beginner
彼女は、大変だ,彼女は、大変です,politeness,だ,Polite form.,beginner
彼は、楽だ,彼は、楽です,politeness,だ,Polite form.,beginner
彼女は、無理だ,彼女は、無理です,politeness,だ,Polite form.,beginner
彼は、無駄だ,彼は、無駄です,politeness,だ,Polite form.,beginner
彼女は、結構だ,彼女は、結構です,politeness,だ,Polite form.,beginner
彼は、立派だ,彼は、立派です,politeness,だ,Polite form.,beginner
彼女は、派手だ,彼女は、派手です,politeness,だ,Polite form.,beginner
彼は、地味だ,彼は、地味です,politeness,だ,Polite form.,beginner
彼女は、新鮮だ,彼女は、新鮮です,politeness,だ,Polite form.,beginner
彼は、退屈だ,彼は、退屈です,politeness,だ,Polite form.,beginner
彼女は、夢中だ,彼女は、夢中です,politeness,だ,Polite form.,beginner
彼は、必死だ,彼は、必死です,politeness,だ,Polite form.,beginner
彼女は、様々だ,彼女は、様々です,politeness,だ,Polite form.,beginner
彼は、確かだ,彼は、確かです,politeness,だ,Polite form.,beginner
彼女は、不明だ,彼女は、不明です,politeness,だ,Polite form.,beginner
彼は、明らかだ,彼は、明らかです,politeness,だ,Polite form.,beginner
彼女は、微妙だ,彼女は、微妙です,politeness,だ,Polite form.,beginner
彼は、主要だ,彼は、主要です,politeness,だ,Polite form.,beginner
彼女は、同様だ,彼女は、同様です,politeness,だ,Polite form.,beginner
彼は、急だ,彼は、急です,politeness,だ,Polite form.,beginner
彼女は、緩やかだ,彼女は、緩やかです,politeness,だ,Polite form.,beginner
彼は、盛んだ,彼は、盛んです,politeness,だ,Polite form.,beginner
彼女は、豊かだ,彼女は、豊かです,politeness,だ,Polite form.,beginner
彼は、貧しい,彼は、貧しいです,politeness,貧しい,Polite form.,beginner
彼女は、厳しい,彼女は、厳しいです,politeness,厳しい,Polite form.,beginner
彼は、優しい,彼は、優しいです,politeness,優しい,Polite form.,beginner
彼女は、珍しい,彼女は、珍しいです,politeness,珍しい,Polite form.,beginner
彼は、細かい,彼は、細かいです,politeness,細かい,Polite form.,beginner
彼女は、偉い,彼女は、偉いです,politeness,偉い,Polite form.,beginner
彼は、正しい,彼は、正しいです,politeness,正しい,Polite form.,beginner
彼女は、素晴らしい,彼女は、素晴らしいです,politeness,素晴らしい,Polite form.,beginner
彼は、ひどい,彼は、ひどいです,politeness,ひどい,Polite form.,beginner
彼女は、怖い,彼女は、怖いです,politeness,怖い,Polite form.,beginner
彼は、羨ましい,彼は、羨ましいです,politeness,羨ましい,Polite form.,beginner
彼女は、恥ずかしい,彼女は、恥ずかしいです,politeness,恥ずかしい,Polite form.,beginner
彼は、懐かしい,彼は、懐かしいです,politeness,懐かしい,Polite form.,beginner
彼女は、おかしい,彼女は、おかしいです,politeness,おかしい,Polite form.,beginner
彼は、つまらない,彼は、つまらないです,politeness,つまらない,Polite form.,beginner
彼女は、親しい,彼女は、親しいです,politeness,親しい,Polite form.,beginner
彼は、詳しい,彼は、詳しいです,politeness,詳しい,Polite form.,beginner
彼女は、浅い,彼女は、浅いです,politeness,浅い,Polite form.,beginner
彼は、深い,彼は、深いです,politeness,深い,Polite form.,beginner
彼女は、固い,彼女は、固いです,politeness,固い,Polite form.,beginner
彼は、柔らかい,彼は、柔らかいです,politeness,柔らかい,Polite form.,beginner
彼女は、鋭い,彼女は、鋭いです,politeness,鋭い,Polite form.,beginner
彼は、鈍い,彼は、鈍いです,politeness,鈍い,Polite form.,beginner
彼女は、賢い,彼女は、賢いです,politeness,賢い,Polite form.,beginner
彼は、ずるい,彼は、ずるいです,politeness,ずるい,Polite form.,beginner
彼女は、臭い,彼女は、臭いです,politeness,臭い,Polite form.,beginner
彼は、煙い,彼は、煙いです,politeness,煙い,Polite form.,beginner
彼女は、眠い,彼女は、眠いです,politeness,眠い,Polite form.,beginner
彼は、重い,彼は、重いです,politeness,重い,Polite form.,beginner
彼女は、軽い,彼女は、軽いです,politeness,軽い,Polite form.,beginner
彼は、強い,彼は、強いです,politeness,強い,Polite form.,beginner
彼女は、弱い,彼女は、弱いです,politeness,弱い,Polite form.,beginner
彼は、厚い,彼は、厚いです,politeness,厚い,Polite form.,beginner
彼女は、薄い,彼女は、薄いです,politeness,薄い,Polite form.,beginner
彼は、太い,彼は、太いです,politeness,太い,Polite form.,beginner
彼女は、細い,彼女は、細いです,politeness,細い,Polite form.,beginner
彼は、丸い,彼は、丸いです,politeness,丸い,Polite form.,beginner
彼女は、四角い,彼女は、四角いです,politeness,四角い,Polite form.,beginner
彼は、長い,彼は、長いです,politeness,長い,Polite form.,beginner
彼女は、短い,彼女は、短いです,politeness,短い,Polite form.,beginner
彼は、高い,彼は、高いです,politeness,高い,Polite form.,beginner
彼女は、低い,彼女は、低いです,politeness,低い,Polite form.,beginner
彼は、広い,彼は、広いです,politeness,広い,Polite form.,beginner
彼女は、狭い,彼女は、狭いです,politeness,狭い,Polite form.,beginner
彼は、大きい,彼は、大きいです,politeness,大きい,Polite form.,beginner
彼女は、小さい,彼女は、小さいです,politeness,小さい,Polite form.,beginner
彼は、多い,彼は、多いです,politeness,多い,Polite form.,beginner
彼女は、少ない,彼女は、少ないです,politeness,少ない,Polite form.,beginner
彼は、遠い,彼は、遠いです,politeness,遠い,Polite form.,beginner
彼女は、近い,彼女は、近いです,politeness,近い,Polite form.,beginner
彼は、早い,彼は、早いです,politeness,早い,Polite form.,beginner
彼女は、遅い,彼女は、遅いです,politeness,遅い,Polite form.,beginner
彼は、暖かい,彼は、暖かいです,politeness,暖かい,Polite form.,beginner
彼女は、涼しい,彼女は、涼しいです,politeness,涼しい,Polite form.,beginner
彼は、暑い,彼は、暑いです,politeness,暑い,Polite form.,beginner
彼女は、寒い,彼女は、寒いです,politeness,寒い,Polite form.,beginner
彼は、熱い,彼は、熱いです,politeness,熱い,Polite form.,beginner
彼女は、冷たい,彼女は、冷たいです,politeness,冷たい,Polite form.,beginner
彼は、温い,彼は、温いです,politeness,温い,Polite form.,beginner
彼女は、新しい,彼女は、新しいです,politeness,新しい,Polite form.,beginner
彼は、古い,彼は、古いです,politeness,古い,Polite form.,beginner
彼女は、良い,彼女は、良いです,politeness,良い,Polite form.,beginner
